[RUN] method=lora dataset=dtd classes=47 trainable=331,055 (0.384%) lr=0.003 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=3.3872  test_acc=70.37  best=70.37  (50s)
  epoch 2/20  loss=1.3501  test_acc=77.98  best=77.98  (12s)
  epoch 3/20  loss=1.0938  (no eval)  (13s)
  epoch 4/20  loss=0.9732  test_acc=79.68  best=79.68  (13s)
  epoch 5/20  loss=0.9081  (no eval)  (13s)
  epoch 6/20  loss=0.8796  test_acc=81.33  best=81.33  (14s)
  epoch 7/20  loss=0.8359  (no eval)  (13s)
  epoch 8/20  loss=0.8000  test_acc=81.81  best=81.81  (14s)
  epoch 9/20  loss=0.7713  (no eval)  (14s)
  epoch 10/20  loss=0.7557  test_acc=81.91  best=81.91  (14s)
  epoch 11/20  loss=0.7476  (no eval)  (14s)
  epoch 12/20  loss=0.7418  test_acc=82.61  best=82.61  (14s)
  epoch 13/20  loss=0.7365  (no eval)  (14s)
  epoch 14/20  loss=0.7336  test_acc=82.23  best=82.61  (14s)
  epoch 15/20  loss=0.7311  (no eval)  (14s)
  epoch 16/20  loss=0.7301  test_acc=82.23  best=82.61  (14s)
  epoch 17/20  loss=0.7283  (no eval)  (14s)
  epoch 18/20  loss=0.7278  test_acc=82.55  best=82.61  (14s)
  epoch 19/20  loss=0.7268  test_acc=82.61  best=82.61  (14s)
  epoch 20/20  loss=0.7270  test_acc=82.61  best=82.61  (15s)
[DONE] lora/dtd  best_acc=82.61  trainable%=0.384  mem=7127MB  time=400s
