[RUN] method=lora_ssf dataset=dtd classes=47 trainable=404,783 (0.470%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.8841  test_acc=5.48  best=5.48  (46s)
  epoch 2/20  loss=3.4073  test_acc=36.76  best=36.76  (5s)
  epoch 3/20  loss=1.9082  (no eval)  (5s)
  epoch 4/20  loss=1.3236  test_acc=67.02  best=67.02  (5s)
  epoch 5/20  loss=1.0966  (no eval)  (5s)
  epoch 6/20  loss=0.9567  test_acc=68.99  best=68.99  (5s)
  epoch 7/20  loss=0.8859  (no eval)  (5s)
  epoch 8/20  loss=0.8357  test_acc=71.06  best=71.06  (5s)
  epoch 9/20  loss=0.8087  (no eval)  (5s)
  epoch 10/20  loss=0.7918  test_acc=71.01  best=71.06  (5s)
  epoch 11/20  loss=0.7777  (no eval)  (5s)
  epoch 12/20  loss=0.7675  test_acc=70.96  best=71.06  (5s)
  epoch 13/20  loss=0.7620  (no eval)  (5s)
  epoch 14/20  loss=0.7578  test_acc=71.17  best=71.17  (5s)
  epoch 15/20  loss=0.7546  (no eval)  (5s)
  epoch 16/20  loss=0.7525  test_acc=71.81  best=71.81  (5s)
  epoch 17/20  loss=0.7509  (no eval)  (6s)
  epoch 18/20  loss=0.7498  test_acc=72.07  best=72.07  (5s)
  epoch 19/20  loss=0.7485  test_acc=72.23  best=72.23  (5s)
  epoch 20/20  loss=0.7508  test_acc=72.07  best=72.23  (6s)
[DONE] lora_ssf/dtd  best_acc=72.23  trainable%=0.470  mem=9798MB  time=243s
