[RUN] method=adaptformer dataset=dtd classes=47 trainable=1,225,787 (1.409%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.6314  test_acc=19.63  best=19.63  (47s)
  epoch 2/20  loss=2.3816  test_acc=65.00  best=65.00  (6s)
  epoch 3/20  loss=1.4123  (no eval)  (6s)
  epoch 4/20  loss=1.1010  test_acc=75.00  best=75.00  (6s)
  epoch 5/20  loss=0.9545  (no eval)  (7s)
  epoch 6/20  loss=0.8730  test_acc=75.96  best=75.96  (7s)
  epoch 7/20  loss=0.8266  (no eval)  (7s)
  epoch 8/20  loss=0.7980  test_acc=77.23  best=77.23  (7s)
  epoch 9/20  loss=0.7787  (no eval)  (7s)
  epoch 10/20  loss=0.7647  test_acc=77.23  best=77.23  (7s)
  epoch 11/20  loss=0.7549  (no eval)  (7s)
  epoch 12/20  loss=0.7467  test_acc=77.77  best=77.77  (7s)
  epoch 13/20  loss=0.7420  (no eval)  (7s)
  epoch 14/20  loss=0.7386  test_acc=78.03  best=78.03  (7s)
  epoch 15/20  loss=0.7368  (no eval)  (7s)
  epoch 16/20  loss=0.7350  test_acc=78.14  best=78.14  (8s)
  epoch 17/20  loss=0.7331  (no eval)  (7s)
  epoch 18/20  loss=0.7332  test_acc=77.98  best=78.14  (7s)
  epoch 19/20  loss=0.7322  test_acc=77.98  best=78.14  (7s)
  epoch 20/20  loss=0.7321  test_acc=77.98  best=78.14  (7s)
[DONE] adaptformer/dtd  best_acc=78.14  trainable%=1.409  mem=6829MB  time=269s
