[RUN] method=adaptformer dataset=dtd classes=47 trainable=1,225,787 (1.409%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.9331  test_acc=5.80  best=5.80  (43s)
  epoch 2/20  loss=3.3421  test_acc=42.02  best=42.02  (4s)
  epoch 3/20  loss=1.7636  (no eval)  (4s)
  epoch 4/20  loss=1.2942  test_acc=67.82  best=67.82  (4s)
  epoch 5/20  loss=1.0419  (no eval)  (4s)
  epoch 6/20  loss=0.9189  test_acc=70.80  best=70.80  (4s)
  epoch 7/20  loss=0.8446  (no eval)  (4s)
  epoch 8/20  loss=0.8157  test_acc=70.59  best=70.80  (4s)
  epoch 9/20  loss=0.7930  (no eval)  (4s)
  epoch 10/20  loss=0.7745  test_acc=71.44  best=71.44  (4s)
  epoch 11/20  loss=0.7633  (no eval)  (4s)
  epoch 12/20  loss=0.7567  test_acc=71.76  best=71.76  (4s)
  epoch 13/20  loss=0.7518  (no eval)  (4s)
  epoch 14/20  loss=0.7455  test_acc=72.34  best=72.34  (4s)
  epoch 15/20  loss=0.7448  (no eval)  (4s)
  epoch 16/20  loss=0.7427  test_acc=72.82  best=72.82  (4s)
  epoch 17/20  loss=0.7438  (no eval)  (4s)
  epoch 18/20  loss=0.7418  test_acc=73.03  best=73.03  (4s)
  epoch 19/20  loss=0.7411  test_acc=73.03  best=73.03  (4s)
  epoch 20/20  loss=0.7404  test_acc=72.98  best=73.03  (4s)
[DONE] adaptformer/dtd  best_acc=73.03  trainable%=1.409  mem=6829MB  time=201s
