[RUN] method=linear_probe dataset=dtd classes=47 trainable=36,143 (0.042%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.9420  test_acc=4.04  best=4.04  (38s)
  epoch 2/20  loss=3.6662  test_acc=31.70  best=31.70  (2s)
  epoch 3/20  loss=2.1183  (no eval)  (2s)
  epoch 4/20  loss=1.4181  test_acc=63.94  best=63.94  (2s)
  epoch 5/20  loss=1.1610  (no eval)  (2s)
  epoch 6/20  loss=1.0145  test_acc=67.71  best=67.71  (2s)
  epoch 7/20  loss=0.9291  (no eval)  (2s)
  epoch 8/20  loss=0.8862  test_acc=67.61  best=67.71  (2s)
  epoch 9/20  loss=0.8488  (no eval)  (2s)
  epoch 10/20  loss=0.8313  test_acc=66.22  best=67.71  (2s)
  epoch 11/20  loss=0.8175  (no eval)  (2s)
  epoch 12/20  loss=0.8092  test_acc=66.33  best=67.71  (2s)
  epoch 13/20  loss=0.8002  (no eval)  (2s)
  epoch 14/20  loss=0.7984  test_acc=66.06  best=67.71  (2s)
  epoch 15/20  loss=0.7909  (no eval)  (2s)
  epoch 16/20  loss=0.7903  test_acc=66.44  best=67.71  (2s)
  epoch 17/20  loss=0.7904  (no eval)  (2s)
  epoch 18/20  loss=0.7873  test_acc=66.06  best=67.71  (2s)
  epoch 19/20  loss=0.7876  test_acc=66.12  best=67.71  (2s)
  epoch 20/20  loss=0.7860  test_acc=66.22  best=67.71  (2s)
[DONE] linear_probe/dtd  best_acc=67.71  trainable%=0.042  mem=1752MB  time=150s
