[RUN] method=lora dataset=dtd classes=47 trainable=331,055 (0.384%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.9517  test_acc=4.20  best=4.20  (44s)
  epoch 2/20  loss=3.6013  test_acc=35.00  best=35.00  (4s)
  epoch 3/20  loss=1.9133  (no eval)  (4s)
  epoch 4/20  loss=1.2985  test_acc=67.71  best=67.71  (4s)
  epoch 5/20  loss=1.0538  (no eval)  (4s)
  epoch 6/20  loss=0.9241  test_acc=68.62  best=68.62  (4s)
  epoch 7/20  loss=0.8654  (no eval)  (4s)
  epoch 8/20  loss=0.8171  test_acc=69.79  best=69.79  (4s)
  epoch 9/20  loss=0.7973  (no eval)  (4s)
  epoch 10/20  loss=0.7816  test_acc=70.53  best=70.53  (4s)
  epoch 11/20  loss=0.7720  (no eval)  (4s)
  epoch 12/20  loss=0.7661  test_acc=71.22  best=71.22  (4s)
  epoch 13/20  loss=0.7631  (no eval)  (4s)
  epoch 14/20  loss=0.7554  test_acc=71.81  best=71.81  (4s)
  epoch 15/20  loss=0.7545  (no eval)  (4s)
  epoch 16/20  loss=0.7531  test_acc=72.02  best=72.02  (5s)
  epoch 17/20  loss=0.7508  (no eval)  (4s)
  epoch 18/20  loss=0.7514  test_acc=71.86  best=72.02  (4s)
  epoch 19/20  loss=0.7506  test_acc=71.86  best=72.02  (4s)
  epoch 20/20  loss=0.7528  test_acc=71.76  best=72.02  (4s)
[DONE] lora/dtd  best_acc=72.02  trainable%=0.384  mem=7127MB  time=215s
