[RUN] method=adaptformer dataset=dtd classes=47 trainable=4,767,035 (5.264%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=3.7616  test_acc=60.27  best=60.27  (49s)
  epoch 2/20  loss=1.5484  test_acc=77.07  best=77.07  (12s)
  epoch 3/20  loss=1.1577  (no eval)  (12s)
  epoch 4/20  loss=0.9700  test_acc=78.24  best=78.24  (12s)
  epoch 5/20  loss=0.8863  (no eval)  (12s)
  epoch 6/20  loss=0.8267  test_acc=80.74  best=80.74  (12s)
  epoch 7/20  loss=0.7927  (no eval)  (13s)
  epoch 8/20  loss=0.7667  test_acc=82.39  best=82.39  (13s)
  epoch 9/20  loss=0.7526  (no eval)  (13s)
  epoch 10/20  loss=0.7393  test_acc=82.55  best=82.55  (13s)
  epoch 11/20  loss=0.7275  (no eval)  (13s)
  epoch 12/20  loss=0.7220  test_acc=83.46  best=83.46  (13s)
  epoch 13/20  loss=0.7187  (no eval)  (13s)
  epoch 14/20  loss=0.7157  test_acc=83.40  best=83.46  (13s)
  epoch 15/20  loss=0.7133  (no eval)  (13s)
  epoch 16/20  loss=0.7130  test_acc=83.67  best=83.67  (13s)
  epoch 17/20  loss=0.7118  (no eval)  (13s)
  epoch 18/20  loss=0.7115  test_acc=83.24  best=83.67  (13s)
  epoch 19/20  loss=0.7110  test_acc=83.40  best=83.67  (13s)
  epoch 20/20  loss=0.7115  test_acc=83.35  best=83.67  (13s)
[DONE] adaptformer/dtd  best_acc=83.67  trainable%=5.264  mem=7097MB  time=374s
