[RUN] method=vpt dataset=dtd classes=47 trainable=112,943 (0.131%) lr=0.005 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=3.2484  test_acc=64.68  best=64.68  (52s)
  epoch 2/20  loss=1.8045  test_acc=68.40  best=68.40  (15s)
  epoch 3/20  loss=1.5751  (no eval)  (28s)
  epoch 4/20  loss=1.3177  test_acc=71.01  best=71.01  (28s)
  epoch 5/20  loss=1.1386  (no eval)  (29s)
  epoch 6/20  loss=1.0495  test_acc=75.53  best=75.53  (29s)
  epoch 7/20  loss=0.9911  (no eval)  (29s)
  epoch 8/20  loss=0.9349  test_acc=76.38  best=76.38  (29s)
  epoch 9/20  loss=0.8968  (no eval)  (29s)
  epoch 10/20  loss=0.8586  test_acc=78.35  best=78.35  (29s)
  epoch 11/20  loss=0.8329  (no eval)  (29s)
  epoch 12/20  loss=0.8202  test_acc=78.40  best=78.40  (29s)
  epoch 13/20  loss=0.8078  (no eval)  (29s)
  epoch 14/20  loss=0.8021  test_acc=79.36  best=79.36  (37s)
  epoch 15/20  loss=0.7944  (no eval)  (49s)
  epoch 16/20  loss=0.7905  test_acc=78.62  best=79.36  (49s)
  epoch 17/20  loss=0.7857  (no eval)  (49s)
  epoch 18/20  loss=0.7847  test_acc=78.99  best=79.36  (49s)
  epoch 19/20  loss=0.7836  test_acc=78.67  best=79.36  (49s)
  epoch 20/20  loss=0.7823  test_acc=78.88  best=79.36  (49s)
[DONE] vpt/dtd  best_acc=79.36  trainable%=0.131  mem=9205MB  time=863s
