[RUN] method=lora dataset=dtd classes=47 trainable=331,055 (0.384%) lr=0.001 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.2541  test_acc=39.52  best=39.52  (50s)
  epoch 2/20  loss=1.7923  test_acc=74.15  best=74.15  (12s)
  epoch 3/20  loss=1.2194  (no eval)  (13s)
  epoch 4/20  loss=1.0320  test_acc=79.84  best=79.84  (13s)
  epoch 5/20  loss=0.9382  (no eval)  (13s)
  epoch 6/20  loss=0.8721  test_acc=80.16  best=80.16  (13s)
  epoch 7/20  loss=0.8396  (no eval)  (13s)
  epoch 8/20  loss=0.8080  test_acc=80.85  best=80.85  (13s)
  epoch 9/20  loss=0.7873  (no eval)  (13s)
  epoch 10/20  loss=0.7744  test_acc=80.85  best=80.85  (13s)
  epoch 11/20  loss=0.7664  (no eval)  (13s)
  epoch 12/20  loss=0.7600  test_acc=81.33  best=81.33  (14s)
  epoch 13/20  loss=0.7541  (no eval)  (13s)
  epoch 14/20  loss=0.7517  test_acc=81.22  best=81.33  (13s)
  epoch 15/20  loss=0.7492  (no eval)  (14s)
  epoch 16/20  loss=0.7468  test_acc=81.60  best=81.60  (14s)
  epoch 17/20  loss=0.7451  (no eval)  (13s)
  epoch 18/20  loss=0.7449  test_acc=81.65  best=81.65  (14s)
  epoch 19/20  loss=0.7438  test_acc=81.60  best=81.65  (13s)
  epoch 20/20  loss=0.7440  test_acc=81.60  best=81.65  (14s)
[DONE] lora/dtd  best_acc=81.65  trainable%=0.384  mem=7127MB  time=386s
