[RUN] method=ssf dataset=dtd classes=47 trainable=109,871 (0.128%) lr=0.0003 epochs=20 amp=torch.bfloat16
  epoch 1/20  loss=4.8127  test_acc=8.03  best=8.03  (50s)
  epoch 2/20  loss=3.2357  test_acc=47.98  best=47.98  (13s)
  epoch 3/20  loss=1.8734  (no eval)  (13s)
  epoch 4/20  loss=1.4545  test_acc=73.51  best=73.51  (13s)
  epoch 5/20  loss=1.2887  (no eval)  (13s)
  epoch 6/20  loss=1.1901  test_acc=76.01  best=76.01  (14s)
  epoch 7/20  loss=1.1265  (no eval)  (14s)
  epoch 8/20  loss=1.0691  test_acc=76.76  best=76.76  (14s)
  epoch 9/20  loss=1.0323  (no eval)  (14s)
  epoch 10/20  loss=1.0034  test_acc=76.86  best=76.86  (14s)
  epoch 11/20  loss=0.9768  (no eval)  (14s)
  epoch 12/20  loss=0.9569  test_acc=78.14  best=78.14  (14s)
  epoch 13/20  loss=0.9420  (no eval)  (14s)
  epoch 14/20  loss=0.9321  test_acc=78.35  best=78.35  (14s)
  epoch 15/20  loss=0.9217  (no eval)  (14s)
  epoch 16/20  loss=0.9140  test_acc=78.03  best=78.35  (15s)
  epoch 17/20  loss=0.9127  (no eval)  (14s)
  epoch 18/20  loss=0.9095  test_acc=78.24  best=78.35  (14s)
  epoch 19/20  loss=0.9065  test_acc=78.40  best=78.40  (14s)
  epoch 20/20  loss=0.9056  test_acc=78.30  best=78.40  (14s)
[DONE] ssf/dtd  best_acc=78.40  trainable%=0.128  mem=8899MB  time=401s
