run_id,tag,method,dataset,backbone,train_fraction,num_classes,epochs,batch_size,lr,seed,trainable_params,total_params,pct_trainable,best_acc,final_acc,peak_mem_mb,train_time_s,time_per_epoch_s,throughput_img_s,model,lora_r,adapter_dim,vpt_prompts
abl_lr_ssf_0.0003__vit_b__ssf__dtd__s42__f100__r8__a64__p20,abl_lr_ssf_0.0003,ssf,dtd,vit_b,1.0,47,20,128,0.0003,42,109871,85908527,0.1279,78.404,78.298,8899.0,401.2,20.1,185.0,vit_base_patch16_224.augreg_in21k,8,64,20
abl_lr_ssf_0.001__vit_b__ssf__dtd__s42__f100__r8__a64__p20,abl_lr_ssf_0.001,ssf,dtd,vit_b,1.0,47,20,128,0.001,42,109871,85908527,0.1279,80.053,79.84,8899.0,400.5,20.0,185.4,vit_base_patch16_224.augreg_in21k,8,64,20
abl_lr_ssf_0.003__vit_b__ssf__dtd__s42__f100__r8__a64__p20,abl_lr_ssf_0.003,ssf,dtd,vit_b,1.0,47,20,128,0.003,42,109871,85908527,0.1279,81.702,81.277,8899.0,402.1,20.1,184.6,vit_base_patch16_224.augreg_in21k,8,64,20
abl_lr_full_ft_0.0001__vit_b__full_ft__dtd__s42__f100__r8__a64__p20,abl_lr_full_ft_0.0001,full_ft,dtd,vit_b,1.0,47,20,128,0.0001,42,85834799,85834799,100.0,81.862,81.862,9593.7,429.9,21.5,172.7,vit_base_patch16_224.augreg_in21k,8,64,20
abl_lr_full_ft_0.0003__vit_b__full_ft__dtd__s42__f100__r8__a64__p20,abl_lr_full_ft_0.0003,full_ft,dtd,vit_b,1.0,47,20,128,0.0003,42,85834799,85834799,100.0,76.011,75.904,9594.1,427.4,21.4,173.7,vit_base_patch16_224.augreg_in21k,8,64,20
abl_lr_full_ft_0.001__vit_b__full_ft__dtd__s42__f100__r8__a64__p20,abl_lr_full_ft_0.001,full_ft,dtd,vit_b,1.0,47,20,128,0.001,42,85834799,85834799,100.0,60.106,60.106,9593.7,429.2,21.5,173.0,vit_base_patch16_224.augreg_in21k,8,64,20
abl_lr_full_ft_0.003__vit_b__full_ft__dtd__s42__f100__r8__a64__p20,abl_lr_full_ft_0.003,full_ft,dtd,vit_b,1.0,47,20,128,0.003,42,85834799,85834799,100.0,15.798,15.638,9593.7,428.6,21.4,173.2,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora__cifar10__s42__f100__r8__a64__p20,main,lora,cifar10,vit_s,1.0,10,3,128,0.001,42,151306,21816970,0.6935,98.62,98.62,3509.1,314.6,104.9,476.1,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__adaptformer__cifar10__s42__f100__r8__a64__p20,main,adaptformer,cifar10,vit_s,1.0,10,3,128,0.001,42,599062,22264726,2.6906,98.53,98.53,3384.2,281.4,93.8,532.2,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora_ssf__cifar10__s42__f100__r8__a64__p20,main,lora_ssf,cifar10,vit_s,1.0,10,3,128,0.001,42,188170,21853834,0.861,98.46,98.46,4839.1,377.1,125.7,397.2,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__full_ft__cifar10__s42__f100__r8__a64__p20,main,full_ft,cifar10,vit_s,1.0,10,3,128,0.0001,42,21669514,21669514,100.0,98.34,98.34,4605.8,311.7,103.9,480.4,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__linear_probe__svhn__s42__f100__r8__a64__p20,main,linear_probe,svhn,vit_s,1.0,10,2,128,0.001,42,3850,21669514,0.0178,57.691,57.691,914.3,170.6,85.3,858.5,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__bitfit__svhn__s42__f100__r8__a64__p20,main,bitfit,svhn,vit_s,1.0,10,2,128,0.001,42,55306,21669514,0.2552,93.642,93.642,3123.4,276.0,138.0,530.6,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__ssf__svhn__s42__f100__r8__a64__p20,main,ssf,svhn,vit_s,1.0,10,2,128,0.002,42,40714,21706378,0.1876,94.814,94.814,4375.4,325.6,162.8,449.7,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__vpt__svhn__s42__f100__r8__a64__p20,main,vpt,svhn,vit_s,1.0,10,2,128,0.005,42,11530,21677194,0.0532,88.614,88.614,3393.6,281.7,140.9,519.8,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora__svhn__s42__f100__r8__a64__p20,main,lora,svhn,vit_s,1.0,10,2,128,0.001,42,151306,21816970,0.6935,95.379,95.379,3507.4,323.9,162.0,452.0,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__adaptformer__svhn__s42__f100__r8__a64__p20,main,adaptformer,svhn,vit_s,1.0,10,2,128,0.001,42,599062,22264726,2.6906,95.913,95.913,3384.1,286.1,143.0,511.9,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora_ssf__svhn__s42__f100__r8__a64__p20,main,lora_ssf,svhn,vit_s,1.0,10,2,128,0.001,42,188170,21853834,0.861,95.559,95.559,4839.1,387.0,193.5,378.4,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__full_ft__svhn__s42__f100__r8__a64__p20,main,full_ft,svhn,vit_s,1.0,10,2,128,0.0001,42,21669514,21669514,100.0,97.104,97.104,4606.8,316.8,158.4,462.2,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__linear_probe__eurosat__s42__f100__r8__a64__p20,main,linear_probe,eurosat,vit_s,1.0,10,5,128,0.001,42,3850,21669514,0.0178,95.704,95.704,914.2,153.5,30.7,700.4,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__bitfit__eurosat__s42__f100__r8__a64__p20,main,bitfit,eurosat,vit_s,1.0,10,5,128,0.001,42,55306,21669514,0.2552,98.5,98.5,3124.2,211.1,42.2,509.2,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__ssf__eurosat__s42__f100__r8__a64__p20,main,ssf,eurosat,vit_s,1.0,10,5,128,0.002,42,40714,21706378,0.1876,98.574,98.481,4376.1,244.8,49.0,439.1,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__vpt__eurosat__s42__f100__r8__a64__p20,main,vpt,eurosat,vit_s,1.0,10,5,128,0.005,42,11530,21677194,0.0532,97.315,97.315,3393.6,217.7,43.5,493.8,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora__eurosat__s42__f100__r8__a64__p20,main,lora,eurosat,vit_s,1.0,10,5,128,0.001,42,151306,21816970,0.6935,98.648,98.648,3507.4,245.7,49.1,437.6,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__adaptformer__eurosat__s42__f100__r8__a64__p20,main,adaptformer,eurosat,vit_s,1.0,10,5,128,0.001,42,599062,22264726,2.6906,98.759,98.759,3384.2,223.1,44.6,482.0,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora_ssf__eurosat__s42__f100__r8__a64__p20,main,lora_ssf,eurosat,vit_s,1.0,10,5,128,0.001,42,188170,21853834,0.861,98.944,98.944,4838.9,292.5,58.5,367.6,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__full_ft__eurosat__s42__f100__r8__a64__p20,main,full_ft,eurosat,vit_s,1.0,10,5,128,0.0001,42,21669514,21669514,100.0,98.87,98.87,4605.8,248.9,49.8,432.0,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__linear_probe__gtsrb__s42__f100__r8__a64__p20,main,linear_probe,gtsrb,vit_s,1.0,43,3,128,0.001,42,16555,21682219,0.0764,68.511,68.511,914.4,153.8,51.3,519.2,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__bitfit__gtsrb__s42__f100__r8__a64__p20,main,bitfit,gtsrb,vit_s,1.0,43,3,128,0.001,42,68011,21682219,0.3137,94.711,94.711,3123.5,179.9,60.0,444.1,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__ssf__gtsrb__s42__f100__r8__a64__p20,main,ssf,gtsrb,vit_s,1.0,43,3,128,0.002,42,53419,21719083,0.246,95.653,95.653,4375.5,207.1,69.0,385.7,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__vpt__gtsrb__s42__f100__r8__a64__p20,main,vpt,gtsrb,vit_s,1.0,43,3,128,0.005,42,24235,21689899,0.1117,88.876,88.876,3393.6,188.4,62.8,424.0,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora__gtsrb__s42__f100__r8__a64__p20,main,lora,gtsrb,vit_s,1.0,43,3,128,0.001,42,164011,21829675,0.7513,95.582,95.582,3507.5,207.2,69.1,385.5,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__adaptformer__gtsrb__s42__f100__r8__a64__p20,main,adaptformer,gtsrb,vit_s,1.0,43,3,128,0.001,42,611767,22277431,2.7461,96.603,96.603,3384.3,188.7,62.9,423.3,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__lora_ssf__gtsrb__s42__f100__r8__a64__p20,main,lora_ssf,gtsrb,vit_s,1.0,43,3,128,0.001,42,200875,21866539,0.9186,96.002,96.002,4839.3,245.6,81.9,325.2,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_s__full_ft__gtsrb__s42__f100__r8__a64__p20,main,full_ft,gtsrb,vit_s,1.0,43,3,128,0.0001,42,21682219,21682219,100.0,97.078,97.078,4605.7,205.4,68.5,388.8,vit_small_patch16_224.augreg_in21k,8,64,20
main__vit_b__linear_probe__flowers102__s123__f100__r8__a64__p20,main,linear_probe,flowers102,vit_b,1.0,102,30,128,0.001,123,78438,85877094,0.0913,99.512,99.512,1752.4,296.4,9.9,194.3,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__bitfit__flowers102__s123__f100__r8__a64__p20,main,bitfit,flowers102,vit_b,1.0,102,30,128,0.001,123,181350,85877094,0.2112,99.593,99.577,6348.4,392.8,13.1,146.7,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__ssf__flowers102__s123__f100__r8__a64__p20,main,ssf,flowers102,vit_b,1.0,102,30,128,0.002,123,152166,85950822,0.177,99.642,99.642,8899.5,446.1,14.9,129.1,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__vpt__flowers102__s123__f100__r8__a64__p20,main,vpt,flowers102,vit_b,1.0,102,30,128,0.005,123,93798,85892454,0.1092,99.593,99.593,6875.0,413.4,13.8,139.3,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora__flowers102__s123__f100__r8__a64__p20,main,lora,flowers102,vit_b,1.0,102,30,128,0.001,123,373350,86172006,0.4333,99.658,99.642,7127.4,447.0,14.9,128.9,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__adaptformer__flowers102__s123__f100__r8__a64__p20,main,adaptformer,flowers102,vit_b,1.0,102,30,128,0.001,123,1268082,87066738,1.4564,99.626,99.626,6830.3,409.4,13.6,140.7,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora_ssf__flowers102__s123__f100__r8__a64__p20,main,lora_ssf,flowers102,vit_b,1.0,102,30,128,0.001,123,447078,86245734,0.5184,99.658,99.626,9799.2,512.6,17.1,112.4,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__full_ft__flowers102__s123__f100__r8__a64__p20,main,full_ft,flowers102,vit_b,1.0,102,30,128,0.0001,123,85877094,85877094,100.0,99.626,99.593,9593.2,454.1,15.1,126.8,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__linear_probe__dtd__s123__f100__r8__a64__p20,main,linear_probe,dtd,vit_b,1.0,47,20,128,0.001,123,36143,85834799,0.0421,78.085,77.926,1751.8,226.1,11.3,328.3,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__bitfit__dtd__s123__f100__r8__a64__p20,main,bitfit,dtd,vit_b,1.0,47,20,128,0.001,123,139055,85834799,0.162,81.064,81.064,6348.6,352.9,17.6,210.4,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__ssf__dtd__s123__f100__r8__a64__p20,main,ssf,dtd,vit_b,1.0,47,20,128,0.002,123,109871,85908527,0.1279,81.277,80.904,8899.0,402.8,20.1,184.3,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__vpt__dtd__s123__f100__r8__a64__p20,main,vpt,dtd,vit_b,1.0,47,20,128,0.005,123,51503,85850159,0.06,79.521,79.521,6874.0,367.2,18.4,202.2,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora__dtd__s123__f100__r8__a64__p20,main,lora,dtd,vit_b,1.0,47,20,128,0.001,123,331055,86129711,0.3844,82.394,82.394,7126.8,399.9,20.0,185.6,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__adaptformer__dtd__s123__f100__r8__a64__p20,main,adaptformer,dtd,vit_b,1.0,47,20,128,0.001,123,1225787,87024443,1.4086,83.404,83.245,6831.0,365.8,18.3,203.0,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora_ssf__dtd__s123__f100__r8__a64__p20,main,lora_ssf,dtd,vit_b,1.0,47,20,128,0.001,123,404783,86203439,0.4696,82.5,82.287,9797.7,463.8,23.2,160.1,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__full_ft__dtd__s123__f100__r8__a64__p20,main,full_ft,dtd,vit_b,1.0,47,20,128,0.0001,123,85834799,85834799,100.0,80.957,80.957,9593.7,429.7,21.5,172.8,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__linear_probe__pets__s123__f100__r8__a64__p20,main,linear_probe,pets,vit_b,1.0,37,20,128,0.001,123,28453,85827109,0.0332,92.614,92.587,1751.6,249.0,12.4,287.9,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__bitfit__pets__s123__f100__r8__a64__p20,main,bitfit,pets,vit_b,1.0,37,20,128,0.001,123,131365,85827109,0.1531,94.685,94.44,6348.2,372.2,18.6,192.6,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__ssf__pets__s123__f100__r8__a64__p20,main,ssf,pets,vit_b,1.0,37,20,128,0.002,123,102181,85900837,0.119,94.603,94.413,8900.3,8526.3,426.3,8.4,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__vpt__pets__s123__f100__r8__a64__p20,main,vpt,pets,vit_b,1.0,37,20,128,0.005,123,43813,85842469,0.051,93.786,93.759,6873.4,678.6,33.9,105.6,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora__pets__s123__f100__r8__a64__p20,main,lora,pets,vit_b,1.0,37,20,128,0.001,123,323365,86122021,0.3755,94.958,94.876,7126.6,424.0,21.2,169.0,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__adaptformer__pets__s123__f100__r8__a64__p20,main,adaptformer,pets,vit_b,1.0,37,20,128,0.001,123,1218097,87016753,1.3998,95.339,95.23,6830.3,59263.1,2963.2,1.2,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora_ssf__pets__s123__f100__r8__a64__p20,main,lora_ssf,pets,vit_b,1.0,37,20,128,0.001,123,397093,86195749,0.4607,94.876,94.876,9800.4,1493.3,74.7,48.0,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__full_ft__pets__s123__f100__r8__a64__p20,main,full_ft,pets,vit_b,1.0,37,20,128,0.0001,123,85827109,85827109,100.0,94.086,94.086,9592.8,905.7,45.3,79.1,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__linear_probe__cifar100__s123__f100__r8__a64__p20,main,linear_probe,cifar100,vit_b,1.0,100,6,128,0.001,123,76900,85875556,0.0895,88.61,88.61,1752.4,1024.3,170.7,292.4,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__bitfit__cifar100__s123__f100__r8__a64__p20,main,bitfit,cifar100,vit_b,1.0,100,6,128,0.001,123,179812,85875556,0.2094,93.54,93.54,6349.2,2177.6,362.9,137.5,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__ssf__cifar100__s123__f100__r8__a64__p20,main,ssf,cifar100,vit_b,1.0,100,6,128,0.002,123,150628,85949284,0.1753,93.73,93.67,8899.5,2455.0,409.2,122.0,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__vpt__cifar100__s123__f100__r8__a64__p20,main,vpt,cifar100,vit_b,1.0,100,6,128,0.005,123,92260,85890916,0.1074,91.8,91.8,6874.8,2260.4,376.7,132.5,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora__cifar100__s123__f100__r8__a64__p20,main,lora,cifar100,vit_b,1.0,100,6,128,0.001,123,371812,86170468,0.4315,93.59,93.59,7127.4,2476.4,412.7,120.9,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__adaptformer__cifar100__s123__f100__r8__a64__p20,main,adaptformer,cifar100,vit_b,1.0,100,6,128,0.001,123,1266544,87065200,1.4547,93.76,93.74,6830.3,2196.7,366.1,136.3,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__lora_ssf__cifar100__s123__f100__r8__a64__p20,main,lora_ssf,cifar100,vit_b,1.0,100,6,128,0.001,123,445540,86244196,0.5166,93.78,93.78,9798.5,3421.5,570.3,87.5,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_b__full_ft__cifar100__s123__f100__r8__a64__p20,main,full_ft,cifar100,vit_b,1.0,100,6,128,0.0001,123,85875556,85875556,100.0,92.18,92.18,9593.2,2818.0,469.7,106.3,vit_base_patch16_224.augreg_in21k,8,64,20
main__vit_l__linear_probe__flowers102__s42__f100__r8__a64__p20,main,linear_probe,flowers102,vit_l,1.0,102,30,64,0.001,42,104550,303406182,0.0345,99.366,99.317,2939.7,1326.0,44.2,44.9,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__bitfit__flowers102__s42__f100__r8__a64__p20,main,bitfit,flowers102,vit_l,1.0,102,30,64,0.001,42,376934,303406182,0.1242,99.593,99.577,2944.2,2360.7,78.7,25.2,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__ssf__flowers102__s42__f100__r8__a64__p20,main,ssf,flowers102,vit_l,1.0,102,30,64,0.002,42,301158,303602790,0.0992,99.593,99.593,3142.7,2753.1,91.8,21.6,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__lora__flowers102__s42__f100__r8__a64__p20,main,lora,flowers102,vit_l,1.0,102,30,64,0.001,42,890982,304192614,0.2929,99.626,99.593,2965.8,1401.8,46.7,42.5,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__adaptformer__flowers102__s42__f100__r8__a64__p20,main,adaptformer,flowers102,vit_l,1.0,102,30,64,0.001,42,3276414,306578046,1.0687,99.658,99.642,2994.9,1346.6,44.9,44.2,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__lora_ssf__flowers102__s42__f100__r8__a64__p20,main,lora_ssf,flowers102,vit_l,1.0,102,30,64,0.001,42,1087590,304389222,0.3573,99.642,99.626,3156.1,1670.8,55.7,35.6,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__full_ft__flowers102__s42__f100__r8__a64__p20,main,full_ft,flowers102,vit_l,1.0,102,30,32,0.0001,42,303406182,303406182,100.0,98.26,98.26,6966.7,1549.7,51.7,39.0,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__linear_probe__dtd__s42__f100__r8__a64__p20,main,linear_probe,dtd,vit_l,1.0,47,20,64,0.001,42,48175,303349807,0.0159,78.351,78.351,2938.8,504.7,25.2,147.1,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__bitfit__dtd__s42__f100__r8__a64__p20,main,bitfit,dtd,vit_l,1.0,47,20,64,0.001,42,320559,303349807,0.1057,81.702,81.596,2943.3,1169.4,58.5,63.5,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__ssf__dtd__s42__f100__r8__a64__p20,main,ssf,dtd,vit_l,1.0,47,20,64,0.002,42,244783,303546415,0.0806,82.553,82.287,3141.8,1407.4,70.4,52.8,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__vpt__dtd__s42__f100__r8__a64__p20,main,vpt,dtd,vit_l,1.0,47,20,64,0.005,42,68655,303370287,0.0226,77.074,76.702,9914.1,2965.5,148.3,25.0,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__lora__dtd__s42__f100__r8__a64__p20,main,lora,dtd,vit_l,1.0,47,20,64,0.001,42,834607,304136239,0.2744,83.298,83.032,2964.9,1346.5,67.3,55.1,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__adaptformer__dtd__s42__f100__r8__a64__p20,main,adaptformer,dtd,vit_l,1.0,47,20,64,0.001,42,3220039,306521671,1.0505,84.628,84.574,2994.0,1303.6,65.2,57.0,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__lora_ssf__dtd__s42__f100__r8__a64__p20,main,lora_ssf,dtd,vit_l,1.0,47,20,64,0.001,42,1031215,304332847,0.3388,83.936,83.67,3155.2,1625.3,81.3,45.7,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__full_ft__dtd__s42__f100__r8__a64__p20,main,full_ft,dtd,vit_l,1.0,47,20,32,0.0001,42,303349807,303349807,100.0,79.309,79.149,6969.1,1576.4,78.8,47.5,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__linear_probe__pets__s42__f100__r8__a64__p20,main,linear_probe,pets,vit_l,1.0,37,20,64,0.001,42,37925,303339557,0.0125,92.832,92.696,2938.6,590.1,29.5,123.6,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__bitfit__pets__s42__f100__r8__a64__p20,main,bitfit,pets,vit_l,1.0,37,20,64,0.001,42,310309,303339557,0.1023,94.849,94.794,2943.1,1247.5,62.4,58.5,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__ssf__pets__s42__f100__r8__a64__p20,main,ssf,pets,vit_l,1.0,37,20,64,0.002,42,234533,303536165,0.0773,95.121,95.067,3141.6,1500.0,75.0,48.6,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__vpt__pets__s42__f100__r8__a64__p20,main,vpt,pets,vit_l,1.0,37,20,64,0.005,42,58405,303360037,0.0193,93.186,93.159,9913.9,3007.3,150.4,24.3,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__lora__pets__s42__f100__r8__a64__p20,main,lora,pets,vit_l,1.0,37,20,64,0.001,42,824357,304125989,0.2711,95.339,95.312,2964.7,1429.8,71.5,51.0,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__adaptformer__pets__s42__f100__r8__a64__p20,main,adaptformer,pets,vit_l,1.0,37,20,64,0.001,42,3209789,306511421,1.0472,95.258,95.094,2993.9,1379.2,69.0,52.9,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__lora_ssf__pets__s42__f100__r8__a64__p20,main,lora_ssf,pets,vit_l,1.0,37,20,64,0.001,42,1020965,304322597,0.3355,95.421,95.258,3155.0,1722.7,86.1,42.4,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__full_ft__pets__s42__f100__r8__a64__p20,main,full_ft,pets,vit_l,1.0,37,20,32,0.0001,42,303339557,303339557,100.0,92.314,92.15,6969.4,1645.3,82.3,44.7,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__linear_probe__cifar100__s42__f100__r8__a64__p20,main,linear_probe,cifar100,vit_l,1.0,100,6,64,0.001,42,102500,303404132,0.0338,89.78,89.78,2939.6,1547.2,257.9,193.8,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__bitfit__cifar100__s42__f100__r8__a64__p20,main,bitfit,cifar100,vit_l,1.0,100,6,64,0.001,42,374884,303404132,0.1236,94.72,94.72,2944.2,4257.1,709.5,70.4,vit_large_patch16_224.augreg_in21k,8,64,20
main__vit_l__ssf__cifar100__s42__f100__r8__a64__p20,main,ssf,cifar100,vit_l,1.0,100,6,64,0.002,42,299108,303600740,0.0985,94.89,94.89,3142.6,5183.8,864.0,57.9,vit_large_patch16_224.augreg_in21k,8,64,20
